name,pokedex_number,abilities,,,typing,,hp,attack,defense,special_attack,special_defense,speed,height,weight,genus,gen_introduced,female_rate,genderless,baby_pokemon,legendary,mythical,is_default,forms_switchable,base_experience,capture_rate,egg_groups,,egg_cycles,base_happiness,can_evolve,evolves_from,primary_color,shape
Dedenne,702,Cheek Pouch,Pickup,Plus,Electric,Fairy,67,58,57,81,67,101,2,22,Antenna Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,151,180,Field,Fairy,20,70,FALSE,,Yellow,Upright
Carbink,703,Clear Body,Sturdy,,Rock,Fairy,50,50,150,50,150,50,3,57,Jewel Pokémon,6,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,100,60,Fairy,Mineral,25,70,FALSE,,Gray,Ball
Goomy,704,Sap Sipper,Hydration,Gooey,Dragon,,45,50,35,55,75,40,3,28,Soft Tissue Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,60,45,Dragon,,40,35,TRUE,,Purple,Squiggle
Sliggoo,705,Sap Sipper,Hydration,Gooey,Dragon,,68,75,53,83,113,60,8,175,Soft Tissue Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,158,45,Dragon,,40,35,TRUE,Goomy,Purple,Squiggle
Goodra,706,Sap Sipper,Hydration,Gooey,Dragon,,90,100,70,110,150,80,20,1505,Dragon Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,270,45,Dragon,,40,35,FALSE,Sliggoo,Purple,Upright
Klefki,707,Prankster,Magician,,Steel,Fairy,57,80,91,80,87,75,2,30,Key Ring Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,165,75,Mineral,,20,70,FALSE,,Gray,Ball
Phantump,708,Natural Cure,Frisk,Harvest,Ghost,Grass,43,70,48,50,60,38,4,70,Stump Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,62,120,Grass,Amorphous,20,70,TRUE,,Brown,Arms
Trevenant,709,Natural Cure,Frisk,Harvest,Ghost,Grass,85,110,76,65,82,56,15,710,Elder Tree Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,166,60,Grass,Amorphous,20,70,FALSE,Phantump,Brown,Tentacles
Pumpkaboo Average,710,Pickup,Frisk,Insomnia,Ghost,Grass,49,66,70,44,55,51,4,50,Pumpkin Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,67,120,Amorphous,,20,70,TRUE,,Brown,Ball
Pumpkaboo Large,710,Pickup,Frisk,Insomnia,Ghost,Grass,54,66,70,44,55,46,5,75,Pumpkin Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,67,120,Amorphous,,20,70,TRUE,,Brown,Ball
Pumpkaboo Small,710,Pickup,Frisk,Insomnia,Ghost,Grass,44,66,70,44,55,56,3,35,Pumpkin Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,67,120,Amorphous,,20,70,TRUE,,Brown,Ball
Pumpkaboo Super,710,Pickup,Frisk,Insomnia,Ghost,Grass,59,66,70,44,55,41,8,150,Pumpkin Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,67,120,Amorphous,,20,70,TRUE,,Brown,Ball
Gourgeist Average,711,Pickup,Frisk,Insomnia,Ghost,Grass,65,90,122,58,75,84,9,125,Pumpkin Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,173,60,Amorphous,,20,70,FALSE,Pumpkaboo,Brown,Blob
Gourgeist Large,711,Pickup,Frisk,Insomnia,Ghost,Grass,75,95,122,58,75,69,11,140,Pumpkin Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,173,60,Amorphous,,20,70,FALSE,Pumpkaboo,Brown,Blob
Gourgeist Small,711,Pickup,Frisk,Insomnia,Ghost,Grass,55,85,122,58,75,99,7,95,Pumpkin Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,173,60,Amorphous,,20,70,FALSE,Pumpkaboo,Brown,Blob
Gourgeist Super,711,Pickup,Frisk,Insomnia,Ghost,Grass,85,100,122,58,75,54,17,390,Pumpkin Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,173,60,Amorphous,,20,70,FALSE,Pumpkaboo,Brown,Blob
Bergmite,712,Own Tempo,Ice Body,Sturdy,Ice,,55,69,85,32,35,28,10,995,Ice Chunk Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,61,190,Monster,Mineral,20,70,TRUE,,Blue,Quadruped
Avalugg,713,Own Tempo,Ice Body,Sturdy,Ice,,95,117,184,44,46,28,20,5050,Iceberg Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,180,55,Monster,Mineral,20,70,FALSE,Bergmite,Blue,Quadruped
Noibat,714,Frisk,Infiltrator,Telepathy,Flying,Dragon,40,30,35,45,40,55,5,80,Sound Wave Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,49,190,Flying,Dragon,20,70,TRUE,,Purple,Wings
Noivern,715,Frisk,Infiltrator,Telepathy,Flying,Dragon,85,70,80,97,80,123,15,850,Sound Wave Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,187,45,Flying,Dragon,20,70,FALSE,Noibat,Purple,Wings
Xerneas,716,Fairy Aura,,,Fairy,,126,131,95,131,98,99,30,2150,Life Pokémon,6,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,306,45,Undiscovered,,120,0,FALSE,,Blue,Quadruped
Yveltal,717,Dark Aura,,,Dark,Flying,126,131,95,131,98,99,58,2030,Destruction Pokémon,6,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,306,45,Undiscovered,,120,0,FALSE,,Red,Wings
Zygarde,718,Aura Break,,,Dragon,Ground,108,100,121,81,95,95,50,3050,Order Pokémon,6,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,270,3,Undiscovered,,120,0,FALSE,,Green,Squiggle
Zygarde 10,718,Power Construct,,,Dragon,Ground,54,100,71,61,85,115,12,335,Order Pokémon,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,219,3,Undiscovered,,120,0,FALSE,,Green,Squiggle
Zygarde 50,718,Power Construct,,,Dragon,Ground,108,100,121,81,95,95,50,3050,Order Pokémon,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,270,3,Undiscovered,,120,0,FALSE,,Green,Squiggle
Zygarde Complete,718,Power Construct,,,Dragon,Ground,216,100,121,91,95,85,45,6100,Order Pokémon,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,319,3,Undiscovered,,120,0,FALSE,,Green,Squiggle
Diancie,719,Clear Body,,,Rock,Fairy,50,100,150,100,150,50,7,88,Jewel Pokémon,6,0,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,270,3,Undiscovered,,25,70,FALSE,,Pink,Arms
Diancie Mega,719,Magic Bounce,,,Rock,Fairy,50,160,110,160,110,110,11,278,Jewel Pokémon,6,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,315,3,Undiscovered,,25,70,FALSE,,Pink,Arms
Hoopa,720,Magician,,,Psychic,Ghost,80,110,60,150,130,70,5,90,Mischief Pokémon,6,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,270,3,Undiscovered,,120,100,FALSE,,Purple,Arms
Hoopa Unbound,720,Magician,,,Psychic,Dark,80,160,60,170,130,80,65,4900,Mischief Pokémon,6,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,306,3,Undiscovered,,120,100,FALSE,,Purple,Arms
Volcanion,721,Water Absorb,,,Fire,Water,80,110,120,130,90,70,17,1950,Steam Pokémon,6,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,270,3,Undiscovered,,120,100,FALSE,,Brown,Quadruped
Rowlet,722,Overgrow,Long Reach,,Grass,Flying,68,55,55,50,50,42,3,15,Grass Quill Pokémon,7,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,64,45,Flying,,15,70,TRUE,,Brown,Wings
Dartrix,723,Overgrow,Long Reach,,Grass,Flying,78,75,75,70,70,52,7,160,Blade Quill Pokémon,7,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,147,45,Flying,,15,70,TRUE,Rowlet,Brown,Wings
Decidueye,724,Overgrow,Long Reach,,Grass,Ghost,78,107,75,100,100,70,16,366,Arrow Quill Pokémon,7,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,239,45,Flying,,15,70,FALSE,Dartrix,Brown,Wings
Litten,725,Blaze,Intimidate,,Fire,,45,65,40,60,40,70,4,43,Fire Cat Pokémon,7,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,64,45,Field,,15,70,TRUE,,Red,Quadruped
Torracat,726,Blaze,Intimidate,,Fire,,65,85,50,80,50,90,7,250,Fire Cat Pokémon,7,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,147,45,Field,,15,70,TRUE,Litten,Red,Quadruped
Incineroar,727,Blaze,Intimidate,,Fire,Dark,95,115,90,80,90,60,18,830,Heel Pokémon,7,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,239,45,Field,,15,70,FALSE,Torracat,Red,Upright
Popplio,728,Torrent,Liquid Voice,,Water,,50,54,54,66,56,40,4,75,Sea Lion Pokémon,7,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,64,45,Water 1,Field,15,70,TRUE,,Blue,Fish
Brionne,729,Torrent,Liquid Voice,,Water,,60,69,69,91,81,50,6,175,Pop Star Pokémon,7,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,147,45,Water 1,Field,15,70,TRUE,Popplio,Blue,Fish
Primarina,730,Torrent,Liquid Voice,,Water,Fairy,80,74,74,126,116,60,18,440,Soloist Pokémon,7,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,239,45,Water 1,Field,15,70,FALSE,Brionne,Blue,Fish
Pikipek,731,Keen Eye,Skill Link,Pickup,Normal,Flying,35,75,30,30,30,65,3,12,Woodpecker Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,53,255,Flying,,15,70,TRUE,,Black,Wings
Trumbeak,732,Keen Eye,Skill Link,Pickup,Normal,Flying,55,85,50,40,50,75,6,148,Bugle Beak Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,124,120,Flying,,15,70,TRUE,Pikipek,Black,Wings
Toucannon,733,Keen Eye,Skill Link,Sheer Force,Normal,Flying,80,120,75,75,75,60,11,260,Cannon Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,218,45,Flying,,15,70,FALSE,Trumbeak,Black,Wings
Yungoos,734,Stakeout,Strong Jaw,Adaptability,Normal,,48,70,30,30,30,45,4,60,Loitering Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,51,255,Field,,15,70,TRUE,,Brown,Quadruped
Gumshoos,735,Stakeout,Strong Jaw,Adaptability,Normal,,88,110,60,55,60,45,7,142,Stakeout Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,146,127,Field,,15,70,FALSE,Yungoos,Brown,Quadruped
Gumshoos Totem,735,Stakeout,Strong Jaw,Adaptability,Normal,,88,110,60,55,60,45,14,600,Stakeout Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,146,127,Field,,15,70,FALSE,Yungoos,Brown,Quadruped
Grubbin,736,Swarm,,,Bug,,47,62,45,55,45,46,4,44,Larva Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,60,255,Bug,,15,70,TRUE,,Gray,Armor
Charjabug,737,Battery,,,Bug,Electric,57,82,95,55,75,36,5,105,Battery Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,140,120,Bug,,15,70,TRUE,Grubbin,Green,Squiggle
Vikavolt,738,Levitate,,,Bug,Electric,77,70,90,145,75,43,15,450,Stag Beetle Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,225,45,Bug,,15,70,FALSE,Charjabug,Blue,Armor
Vikavolt Totem,738,Levitate,,,Bug,Electric,77,70,90,145,75,43,26,1475,Stag Beetle Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,225,45,Bug,,15,70,FALSE,Charjabug,Blue,Armor
Crabrawler,739,Hyper Cutter,Iron Fist,Anger Point,Fighting,,47,82,57,42,47,63,6,70,Boxing Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,68,225,Water 3,,20,70,TRUE,,Purple,Armor
Crabominable,740,Hyper Cutter,Iron Fist,Anger Point,Fighting,Ice,97,132,77,62,67,43,17,1800,Woolly Crab Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,167,60,Water 3,,20,70,FALSE,Crabrawler,White,Armor
Oricorio Baile,741,Dancer,,,Fire,Flying,75,70,70,98,70,93,6,34,Dancing Pokémon,7,0.75,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,167,45,Flying,,20,70,FALSE,,Red,Wings
Oricorio Pau,741,Dancer,,,Psychic,Flying,75,70,70,98,70,93,6,34,Dancing Pokémon,7,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,167,45,Flying,,20,70,FALSE,,Red,Wings
Oricorio Pom Pom,741,Dancer,,,Electric,Flying,75,70,70,98,70,93,6,34,Dancing Pokémon,7,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,167,45,Flying,,20,70,FALSE,,Red,Wings
Oricorio Sensu,741,Dancer,,,Ghost,Flying,75,70,70,98,70,93,6,34,Dancing Pokémon,7,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,167,45,Flying,,20,70,FALSE,,Red,Wings
Cutiefly,742,Honey Gather,Shield Dust,Sweet Veil,Bug,Fairy,40,45,40,55,40,84,1,2,Bee Fly Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,61,190,Bug,Fairy,20,70,TRUE,,Yellow,Armor
Ribombee,743,Honey Gather,Shield Dust,Sweet Veil,Bug,Fairy,60,55,60,95,70,124,2,5,Bee Fly Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,162,75,Bug,Fairy,20,70,FALSE,Cutiefly,Yellow,Bug-Wings
Ribombee Totem,743,Honey Gather,Shield Dust,Sweet Veil,Bug,Fairy,60,55,60,95,70,124,4,20,Bee Fly Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,162,75,Bug,Fairy,20,70,FALSE,Cutiefly,Yellow,Bug-Wings
Rockruff,744,Keen Eye,Vital Spirit,Steadfast,Rock,,45,65,40,30,40,60,5,92,Puppy Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,56,190,Field,,15,70,TRUE,,Brown,Quadruped
Rockruff Own Tempo,744,Own Tempo,,,Rock,,45,65,40,30,40,60,5,92,Puppy Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,190,Field,,15,70,TRUE,,Brown,Quadruped
Lycanroc Dusk,745,Tough Claws,,,Rock,,75,117,65,55,65,110,8,250,Wolf Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,170,90,Field,,15,70,FALSE,Rockruff,Brown,Quadruped
Lycanroc Midday,745,Keen Eye,Sand Rush,Steadfast,Rock,,75,115,65,55,65,112,8,250,Wolf Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,170,90,Field,,15,70,FALSE,Rockruff,Brown,Quadruped
Lycanroc Midnight,745,Keen Eye,Vital Spirit,No Guard,Rock,,85,115,75,55,75,82,11,250,Wolf Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,170,90,Field,,15,70,FALSE,Rockruff,Brown,Quadruped
Wishiwashi School,746,Schooling,,,Water,,45,140,130,140,135,30,82,786,Small Fry Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,217,60,Water 2,,15,70,FALSE,,Blue,Fish
Wishiwashi Solo,746,Schooling,,,Water,,45,20,20,25,25,40,2,3,Small Fry Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,61,60,Water 2,,15,70,FALSE,,Blue,Fish
Mareanie,747,Merciless,Limber,Regenerator,Poison,Water,50,53,62,43,52,45,4,80,Brutal Star Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,61,190,Water 1,,20,70,TRUE,,Blue,Blob
Toxapex,748,Merciless,Limber,Regenerator,Poison,Water,50,63,152,53,142,35,7,145,Brutal Star Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,173,75,Water 1,,20,70,FALSE,Mareanie,Blue,Tentacles
Mudbray,749,Own Tempo,Stamina,Inner Focus,Ground,,70,100,70,45,55,45,10,1100,Donkey Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,77,190,Field,,20,70,TRUE,,Brown,Quadruped
Mudsdale,750,Own Tempo,Stamina,Inner Focus,Ground,,100,125,100,55,85,35,25,9200,Draft Horse Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,175,60,Field,,20,70,FALSE,Mudbray,Brown,Quadruped
Dewpider,751,Water Bubble,Water Absorb,,Water,Bug,38,40,52,40,72,27,3,40,Water Bubble Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,54,200,Water 1,Bug,15,70,TRUE,,Green,Legs
Araquanid,752,Water Bubble,Water Absorb,,Water,Bug,68,70,92,50,132,42,18,820,Water Bubble Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,159,100,Water 1,Bug,15,70,FALSE,Dewpider,Green,Armor
Araquanid Totem,752,Water Bubble,Water Absorb,,Water,Bug,68,70,92,50,132,42,31,2175,Water Bubble Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,159,100,Water 1,Bug,15,70,FALSE,Dewpider,Green,Armor
Fomantis,753,Leaf Guard,Contrary,,Grass,,40,55,35,50,35,35,3,15,Sickle Grass Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,50,190,Grass,,20,70,TRUE,,Pink,Upright
Lurantis,754,Leaf Guard,Contrary,,Grass,,70,105,90,80,90,45,9,185,Bloom Sickle Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,168,75,Grass,,20,70,FALSE,Fomantis,Pink,Humanoid
Lurantis Totem,754,Leaf Guard,Contrary,,Grass,,70,105,90,80,90,45,15,580,Bloom Sickle Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,168,75,Grass,,20,70,FALSE,Fomantis,Pink,Humanoid
Morelull,755,Illuminate,Effect Spore,Rain Dish,Grass,Fairy,40,35,55,65,75,15,2,15,Illuminating Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,57,190,Grass,,20,70,TRUE,,Purple,Blob
Shiinotic,756,Illuminate,Effect Spore,Rain Dish,Grass,Fairy,60,45,80,90,100,30,10,115,Illuminating Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,142,75,Grass,,20,70,FALSE,Morelull,Purple,Humanoid
Salandit,757,Corrosion,Oblivious,,Poison,Fire,48,44,40,71,40,77,6,48,Toxic Lizard Pokémon,7,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,64,120,Monster,Dragon,20,70,TRUE,,Black,Quadruped
Salazzle,758,Corrosion,Oblivious,,Poison,Fire,68,64,60,111,60,117,12,222,Toxic Lizard Pokémon,7,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,168,45,Monster,Dragon,20,70,FALSE,Salandit,Black,Quadruped
Salazzle Totem,758,Corrosion,Oblivious,,Poison,Fire,68,64,60,111,60,117,21,810,Toxic Lizard Pokémon,7,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,168,45,Monster,Dragon,20,70,FALSE,Salandit,Black,Quadruped
Stufful,759,Fluffy,Klutz,Cute Charm,Normal,Fighting,70,75,50,45,50,50,5,68,Flailing Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,68,140,Field,,15,70,TRUE,,Pink,Quadruped
Bewear,760,Fluffy,Klutz,Unnerve,Normal,Fighting,120,125,80,55,60,60,21,1350,Strong Arm Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,175,70,Field,,15,70,FALSE,Stufful,Pink,Upright
Bounsweet,761,Leaf Guard,Oblivious,Sweet Veil,Grass,,42,30,38,30,38,32,3,32,Fruit Pokémon,7,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,42,235,Grass,,20,70,TRUE,,Purple,Legs
Steenee,762,Leaf Guard,Oblivious,Sweet Veil,Grass,,52,40,48,40,48,62,7,82,Fruit Pokémon,7,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,102,120,Grass,,20,70,TRUE,Bounsweet,Purple,Humanoid
Tsareena,763,Leaf Guard,Queenly Majesty,Sweet Veil,Grass,,72,120,98,50,98,72,12,214,Fruit Pokémon,7,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,230,45,Grass,,20,70,FALSE,Steenee,Purple,Humanoid
Comfey,764,Flower Veil,Triage,Natural Cure,Fairy,,51,52,90,82,110,100,1,3,Posy Picker Pokémon,7,0.75,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,170,60,Grass,,20,70,FALSE,,Green,Ball
Oranguru,765,Inner Focus,Telepathy,Symbiosis,Normal,Psychic,90,60,80,90,110,60,15,760,Sage Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,172,45,Field,,20,70,FALSE,,White,Humanoid
Passimian,766,Receiver,Defiant,,Fighting,,100,120,90,40,60,80,20,828,Teamwork Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,172,45,Field,,20,70,FALSE,,White,Upright
Wimpod,767,Wimp Out,,,Bug,Water,25,35,40,20,30,80,5,120,Turn Tail Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,46,90,Bug,Water 3,20,70,TRUE,,Gray,Tentacles
Golisopod,768,Emergency Exit,,,Bug,Water,75,125,140,60,90,40,20,1080,Hard Scale Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,186,45,Bug,Water 3,20,70,FALSE,Wimpod,Gray,Humanoid
Sandygast,769,Water Compaction,Sand Veil,,Ghost,Ground,55,55,80,70,45,15,5,700,Sand Heap Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,64,140,Amorphous,,15,70,TRUE,,Brown,Squiggle
Palossand,770,Water Compaction,Sand Veil,,Ghost,Ground,85,75,110,100,75,35,13,2500,Sand Castle Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,168,60,Amorphous,,15,70,FALSE,Sandygast,Brown,Squiggle
Pyukumuku,771,Innards Out,Unaware,,Water,,55,60,130,30,130,5,3,12,Sea Cucumber Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,144,60,Water 1,,15,70,FALSE,,Black,Squiggle
Type Null,772,Battle Armor,,,Normal,,95,95,95,95,95,59,19,1205,Synthetic Pokémon,7,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,107,3,Undiscovered,,120,0,FALSE,,Gray,Quadruped
Silvally,773,Rks System,,,Normal,,95,95,95,95,95,95,23,1005,Synthetic Pokémon,7,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,257,3,Undiscovered,,120,0,FALSE,Type Null,Gray,Quadruped
Minior Blue,774,Shields Down,,,Rock,Flying,60,100,60,100,60,120,3,3,Meteor Pokémon,7,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,175,30,Mineral,,25,70,FALSE,,Brown,Ball
Minior Blue Meteor,774,Shields Down,,,Rock,Flying,60,60,100,60,100,60,3,400,Meteor Pokémon,7,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,154,30,Mineral,,25,70,FALSE,,Brown,Ball
Minior Green,774,Shields Down,,,Rock,Flying,60,100,60,100,60,120,3,3,Meteor Pokémon,7,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,175,30,Mineral,,25,70,FALSE,,Brown,Ball
Minior Green Meteor,774,Shields Down,,,Rock,Flying,60,60,100,60,100,60,3,400,Meteor Pokémon,7,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,154,30,Mineral,,25,70,FALSE,,Brown,Ball
Minior Indigo,774,Shields Down,,,Rock,Flying,60,100,60,100,60,120,3,3,Meteor Pokémon,7,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,175,30,Mineral,,25,70,FALSE,,Brown,Ball
Minior Indigo Meteor,774,Shields Down,,,Rock,Flying,60,60,100,60,100,60,3,400,Meteor Pokémon,7,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,154,30,Mineral,,25,70,FALSE,,Brown,Ball
Minior Orange,774,Shields Down,,,Rock,Flying,60,100,60,100,60,120,3,3,Meteor Pokémon,7,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,175,30,Mineral,,25,70,FALSE,,Brown,Ball
Minior Orange Meteor,774,Shields Down,,,Rock,Flying,60,60,100,60,100,60,3,400,Meteor Pokémon,7,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,154,30,Mineral,,25,70,FALSE,,Brown,Ball
Minior Red,774,Shields Down,,,Rock,Flying,60,100,60,100,60,120,3,3,Meteor Pokémon,7,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,175,30,Mineral,,25,70,FALSE,,Brown,Ball
Minior Red Meteor,774,Shields Down,,,Rock,Flying,60,60,100,60,100,60,3,400,Meteor Pokémon,7,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,154,30,Mineral,,25,70,FALSE,,Brown,Ball
Minior Violet,774,Shields Down,,,Rock,Flying,60,100,60,100,60,120,3,3,Meteor Pokémon,7,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,175,30,Mineral,,25,70,FALSE,,Brown,Ball
Minior Violet Meteor,774,Shields Down,,,Rock,Flying,60,60,100,60,100,60,3,400,Meteor Pokémon,7,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,154,30,Mineral,,25,70,FALSE,,Brown,Ball
Minior Yellow,774,Shields Down,,,Rock,Flying,60,100,60,100,60,120,3,3,Meteor Pokémon,7,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,175,30,Mineral,,25,70,FALSE,,Brown,Ball
Minior Yellow Meteor,774,Shields Down,,,Rock,Flying,60,60,100,60,100,60,3,400,Meteor Pokémon,7,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,154,30,Mineral,,25,70,FALSE,,Brown,Ball
Komala,775,Comatose,,,Normal,,65,115,65,75,95,65,4,199,Drowsing Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,168,45,Field,,20,70,FALSE,,Blue,Humanoid
Turtonator,776,Shell Armor,,,Fire,Dragon,60,78,135,91,85,36,20,2120,Blast Turtle Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,170,70,Monster,Dragon,20,70,FALSE,,Red,Upright
